user_id,promo_code,used_at,used_promo
cdd83b3d-5815-4148-816f-d976659a51f3,8228,2024-03-19 08:41:47.121275,True
1c44a74b-5d0d-4476-b8dc-8bd832b35bea,2913,2024-04-22 13:54:49.020053,True
5f297fcb-4784-4065-a457-9d937f4132f1,8039,2024-01-11 16:37:19.114636,True
fe9c3401-18a2-4716-953e-d131877aa075,4421,2023-08-11 22:17:57.159548,True
f0c796ce-ac1b-4b1b-80ed-c11a8152d82f,4463,2023-11-23 05:51:51.534429,True
86ed1220-968b-4fff-a5bf-a15bc150fdd5,7381,2023-05-30 03:29:09.223320,True
84df1e65-e71c-4917-8376-4cf6c8d8c682,9564,2023-10-16 14:29:40.271787,True
7c333643-cbae-421f-96f4-06ae315a0977,1328,2023-11-02 01:30:01.559102,True
2357e1ed-7a1b-461e-8e1d-333b4b302a92,9967,2023-09-26 01:41:11.757380,True
6be14b35-18b1-49e0-b3fc-d3ecb9ff770d,8233,2023-06-14 07:03:55.441980,True
2df4de04-3dce-4220-9588-b40ec77439fa,8595,2024-02-14 12:37:22.662007,True
f3ca72ef-fab1-4d86-afb9-9b7d89ba0c88,9166,2023-08-05 16:46:27.391119,True
976c7b97-cdde-4772-a015-8e25ae604919,3522,2023-10-14 22:37:13.567837,True
fed31ea5-bc08-4deb-a05e-bf7bd5d17385,7559,2023-06-19 08:32:00.690830,True
42e1ca0e-cd30-4300-a1fa-db68a9088553,3121,2023-05-14 15:32:42.688139,True
9623411a-5bee-4994-ad30-ae17777d7f41,4424,2024-01-19 04:34:58.198290,True
61c79dab-6a26-4fdf-bd86-72e623879a24,6595,2024-01-20 10:01:05.211598,True
206a0c20-cf3e-4a30-8abf-61355a22b4a9,4419,2024-01-16 10:40:10.183680,True
cc03fbab-729b-4c37-9c57-f96f65529a91,5697,2023-12-08 20:31:16.135003,True
93513061-88a4-44bd-9eb0-7dbb57d4f186,4921,2024-03-22 16:39:51.998030,True
9266af5e-0971-441b-bdac-933f95a965f5,5841,2023-09-06 15:52:14.805121,True
1bf9eee7-b2ac-4f44-8855-3fcc2f03e7ca,1447,2023-12-10 19:07:14.341464,True
917f30df-8129-4ee4-87ee-d6b20bf8539e,8103,2023-08-15 08:07:12.329108,True
b10be09d-40d3-4216-b672-6deaea803c62,1737,2023-06-12 11:16:05.088006,True
61b61998-202b-4fcc-8c4b-750587895265,9269,2023-05-22 10:52:38.614130,True
1ea2a33d-725d-4c46-a82d-5b8d294d3d1f,7044,2024-05-03 00:24:29.830338,True
c136e604-8191-43f8-b6c7-42d0d6107958,9231,2024-04-05 00:29:10.007392,True
b292b144-0ebc-4cd0-8f4f-7391f047b40f,2555,2023-06-05 14:30:18.183865,True
d7bfb126-c920-4447-aa72-ebcf7d6616b1,6962,2024-03-29 02:46:54.494064,True
9362a334-40c7-44ee-8ff3-5a83e9082489,1064,2023-09-01 21:16:57.355983,True
a71b6073-e990-4199-ade3-232a044d2399,9727,2024-01-26 11:05:17.998009,True
419a8eb3-2a4e-4397-a586-364a75ee9899,3176,2023-09-27 06:10:02.391726,True
c19e6a89-75c6-4396-9170-c7f39fb798b7,1900,2023-10-04 00:56:15.912383,True
84745a11-0cee-40d8-b1a8-c36d9c5b6942,9631,2023-12-23 01:33:47.439111,True
dcf260d4-d061-446a-bd2b-40c56c70c577,4410,2023-11-28 17:19:59.094736,True
e7be9b38-3c04-4423-8f3c-fbdb1f6abd59,6983,2024-01-14 01:28:07.615709,True
f7722fa2-b456-4c27-9ee4-35a3b4da12e4,4296,2023-09-11 15:29:33.249202,True
7403e6c6-6d62-4df3-a41f-fb06f4e6079d,3955,2023-11-12 18:10:29.962611,True
767b55dc-f96f-4baa-89dc-ad6a24701ef8,1569,2024-01-05 09:28:36.137171,True
d0ee6526-2ebb-4264-a9d3-7a217838fef5,6227,2023-07-09 22:53:08.770942,True
91b78350-fcaa-45c2-9983-2e072ecbdb3b,1509,2024-04-19 18:19:53.540481,True
c925ce3c-9611-41c4-8d36-ba244e7c7d18,3859,2023-05-24 16:35:09.063074,True
0b050100-4301-462f-b4ad-7a999d709bc9,4434,2023-05-31 02:01:35.412431,True
2c1dd01a-3448-454d-9d41-b54e586cb01c,7072,2024-02-21 18:07:05.432972,True
fd095f37-1f0d-4851-a075-96b92d16bd72,5226,2023-11-01 09:32:29.947415,True
b925f1bb-d9ba-4675-a8e8-35729950b2f8,8206,2023-10-06 02:13:01.478208,True
a736cee8-0a24-42d8-abef-cde819cd80f9,1578,2024-03-12 21:41:09.258760,True
5e81eed5-5c30-465d-95f0-6fbd6fd54602,9677,2023-08-15 14:20:03.473645,True
4d0ceff3-20ea-4eee-a8c7-a7d5ec1e4ff7,2085,2024-04-19 19:36:00.689455,True
c2cfe279-5998-46d3-9e09-b676ea37aa6e,5198,2023-07-03 07:03:42.954243,True
f3e52786-4b2e-40e8-aad1-267d85502400,3438,2023-12-13 03:30:23.286501,True
e145f263-0a1f-41c1-bece-1f13f8132b51,3652,2024-01-11 17:30:52.679634,True
3e705d8e-5c36-4f57-b600-6e13214420fc,5415,2024-03-19 22:10:16.621398,True
e05df01c-919c-40a5-b18f-e61c45b95539,2140,2023-11-16 06:01:31.822970,True
738e1837-5fe1-4bce-9408-a23b768ed937,6025,2024-03-25 20:06:44.143639,True
e37f1d5c-41da-4033-85b8-af6721b1e478,1602,2023-06-12 20:21:55.263671,True
0ba5615b-d64b-4504-8a9a-839522aa0de1,5915,2023-08-21 09:06:54.265083,True
e8c92c6a-a48f-43c1-98cc-e55ce5cd779b,3867,2024-02-07 22:56:49.212481,True
3b44dfb3-73ff-4aaa-a13b-730c98aa3761,2305,2024-04-29 19:39:58.698476,True
e9addada-fda4-4b10-9dd7-5ca97b083632,7044,2024-01-14 05:17:04.897387,True
8a27994b-46ad-42cc-9cce-9e163a8cbf5a,4154,2023-09-12 15:01:30.378407,True
1b6d4a31-0f2e-4bf3-8fab-88b445a10314,1192,2023-12-27 20:04:05.939173,True
946c58aa-235c-4854-a0f8-73f252068be5,1328,2024-03-28 15:49:38.668138,True
6397d6a5-a87d-4a1b-b86f-ee2762089f21,2794,2024-04-26 21:46:48.342765,True
c3c4f267-5ed3-4f31-886e-72d2099320eb,1824,2024-01-23 22:45:42.015458,True
09f7e6a5-e526-4ba8-9682-5934c80e513b,1192,2023-12-23 02:41:53.769355,True
be21add1-9da5-416a-8b85-90983176341f,2736,2023-06-16 14:18:15.449847,True
12c5ed6f-f572-4111-8b4b-6bf37d4e290a,6483,2023-07-04 22:55:58.607520,True
ce33566c-cd3e-48d3-84e8-55b21b2be441,4203,2024-04-09 22:10:40.178898,True
6faa387f-37ce-49b3-b17e-6cec9ad17878,6798,2023-11-09 15:36:07.426313,True
4c8a5a7a-6f1b-46f7-9eb1-0dea92fd36cd,4355,2023-06-12 22:09:42.920326,True
c07fd754-08b9-4dbb-890a-4bf49bf8bb4c,9367,2023-08-28 20:04:33.378662,True
eb257a19-6998-470b-98b7-0b002aad69f8,4757,2024-01-17 16:41:27.391278,True
e15e8308-2744-40aa-a206-6b19286a4a72,8274,2023-10-18 23:11:40.209280,True
99e5b016-375e-4ba3-9bb2-67b2e8c7791c,9056,2023-12-05 11:26:53.389344,True
36eef1b7-c728-471b-9cf3-585286a065d8,5982,2023-09-10 09:33:09.758472,True
15cadc84-5c23-48dd-af09-615bec63127e,7314,2023-11-29 07:12:18.718013,True
00855bf8-bf85-413a-b849-8bc2cf1a386e,9451,2024-02-11 20:21:19.072222,True
03efb8df-84c2-471a-ae46-58fac707698c,7508,2023-08-13 12:22:41.731911,True
ef220a7b-871b-4b75-9dbb-e3eac1481d35,4899,2023-05-14 15:54:23.020873,True
7e93d7d1-3774-4567-afa6-cac52f8e9e23,2596,2023-12-03 18:46:19.466539,True
28ebaa91-e0a4-4d51-aa95-ecbe98c53b49,4020,2023-05-17 08:28:33.248312,True
641e88fb-5f67-4b81-bc5b-9233954fbefb,5768,2023-12-03 01:33:11.565483,True
9ac9a275-20ed-43eb-9b64-cb1d58819d56,6655,2023-06-12 11:47:45.776044,True
22bfcc05-afea-408e-97df-08746df05ba4,9913,2023-10-27 16:20:28.717674,True
1bce318e-c3af-4f05-8dbb-5b762fc96114,4417,2023-06-04 17:50:14.224963,True
4ded9d78-7677-4fd6-a21f-02b11b27d82a,1132,2023-10-31 20:21:25.620360,True
bc4c931e-c805-4abe-8723-7134e24bb5de,1028,2024-04-18 13:01:20.092744,True
e464d61c-26de-4b04-ba3a-a5bb73753fa9,2407,2023-12-27 19:53:20.067129,True
39601bc9-02cc-4b8f-aa76-497c13ee8d5a,1829,2023-05-21 04:14:38.336732,True
0082f908-cbfc-4098-bbda-d1fe670101f7,1766,2023-10-17 23:42:10.440369,True
639c6ec2-2a9a-47be-990f-abeb64f7a521,2171,2024-03-19 11:44:43.054574,True
63bcaf4d-ab40-4e41-ad21-5d53c0c99a19,3498,2024-04-29 11:10:26.328547,True
a17b213b-81f7-46d5-ae33-b303295cb7f6,7762,2024-03-16 22:39:36.082597,True
26c25730-ad7b-43ff-a69c-bc2b00f9c41b,6360,2024-03-24 09:09:25.584163,True
4cbab9b5-78f3-4055-a485-f307b71dc6fb,1379,2024-01-15 14:59:23.629117,True
5d8cf8de-092b-4d14-abc4-7225155423f8,5685,2023-11-19 22:02:06.286544,True
8e325fec-aff5-4af4-8a69-495cdfad91c1,1737,2024-02-06 16:02:45.553802,True
cc047752-08c7-46f3-94e8-ff97c0229dce,9807,2024-03-14 05:19:51.112263,True
37447872-c20e-428e-96fb-daff3bf72cd4,4085,2023-06-27 01:53:15.985636,True
dbf51a4e-52ca-4c30-a15c-f01cbe3369c6,8355,2024-01-16 13:49:23.776127,True
d6215fb8-06ff-4bfc-8f73-1c8e2fb0c31e,4110,2024-03-14 09:46:25.429262,True
5992c777-3771-4cbb-810a-34c6864323c3,6441,2023-06-03 19:39:33.626855,True
15e2365a-c0ff-4724-8b43-0d55e5b170d5,4770,2023-08-27 17:20:48.360266,True
ce2dec78-8682-404b-abe4-f5611bf396ae,8732,2024-04-29 16:22:12.848858,True
180c77b3-223e-467e-981c-761f43e83d13,9588,2023-08-06 06:44:04.584562,True
eb3c6415-5bab-45c8-8d67-febaec0b8869,2662,2023-12-13 14:06:26.983122,True
4eae236e-4910-461d-ac45-e06fbe5a73cb,8262,2023-08-21 21:03:03.003954,True
519f6d4e-0cff-4ea8-8657-2a4fea0e11dc,2151,2023-11-10 00:38:08.321303,True
af5cab27-f9f5-4cc6-a29d-fffda4815372,6973,2023-12-08 02:54:21.683355,True
b6b90188-8925-4108-b55f-972afa24df8f,4960,2024-02-20 00:16:58.166392,True
b4f35b1b-0cb7-4b27-95e2-a86978c2dcc5,6681,2024-01-05 02:27:37.048511,True
e9acdefe-317b-434c-83b2-636fcc2c33eb,6034,2023-12-15 23:38:24.990019,True
7bc9ac4d-5fb0-4928-b926-12ddf178650b,7769,2024-01-18 01:58:23.953088,True
eae45e87-b4e5-4bca-a3f0-e090a4f49333,8366,2023-06-29 11:07:09.640590,True
0cf346d6-e642-47a4-96f6-a0726dba6dea,9113,2024-01-12 22:51:27.692511,True
4c8a89fe-5ede-4a48-803a-449f3ed71e32,7861,2023-10-04 17:17:01.984195,True
6e6ba1f2-26d2-48d1-bab2-2ae849124769,7044,2023-06-30 17:25:28.033268,True
2716785e-e881-4193-833b-71513d7efe7a,1585,2023-06-03 18:09:36.127718,True
c0349f7e-e6dc-4397-bd82-43b936b6cf2c,9405,2024-05-05 06:55:17.574499,True
c8210a14-d33c-41d2-beba-f84439225db1,3327,2024-01-06 09:45:30.768731,True
297320c4-170e-4457-a1e7-37954cf5c522,3024,2023-12-27 11:14:01.197197,True
2f4072eb-39ae-476c-a5a7-23bfc379f48f,5312,2023-08-21 09:48:42.854004,True
8aef6fa6-1f56-446c-b3ed-06e986617575,9342,2024-04-24 06:29:24.844191,True
727efd11-dadf-43d7-a27c-40cf742fb37a,4665,2024-01-26 19:45:40.453447,True
c8aca9e2-9c30-4f05-a1ab-2b6a15f4c4c8,1157,2023-12-18 18:47:12.522878,True
a92cfc81-8cad-4c8f-92a9-c6c1cbeb2cc5,1555,2023-10-09 04:09:24.286726,True
5633d40b-c4ef-458a-81c6-00a77e4b17e8,1155,2024-04-18 04:23:06.958914,True
eb552c2d-0357-477a-8e71-8bfb21b0f736,3817,2024-03-21 04:15:29.880672,True
271b0e1a-4d3c-47d9-8dc5-88573fcdfaec,5354,2023-05-19 05:51:44.129418,True
bc896b41-d580-4eab-9eb0-1ab3fd8f3521,9296,2024-02-22 17:04:33.563552,True
e8766bc1-f9cc-4eb2-b077-b9338ab9bb02,3601,2024-04-20 13:29:23.879483,True
c7fab138-9cec-47ed-a973-488e482b63c8,7193,2023-08-02 14:07:24.522276,True
c0f51394-f904-4dea-94ed-538064530d26,6983,2023-10-01 05:40:02.620903,True
3778fb75-2935-4d64-b4d3-8446a270f243,5767,2024-02-13 20:57:09.255265,True
b22b05e9-eeb3-4d71-b53d-4cfb4cca4068,8712,2023-05-20 02:57:47.064861,True
5139de52-399d-4e1c-99a6-5c68ae136081,5076,2023-08-22 22:20:50.885710,True
1b684026-5d87-40d5-95d7-f3479b04eea4,7818,2023-09-01 15:54:29.747926,True
da9910d3-96b9-4ffc-9cc5-847adb37c5f2,8632,2023-05-21 00:48:40.815935,True
57292a6a-ff98-47a2-a824-041245aea15f,6508,2023-08-22 18:39:17.762193,True
db0f39de-5035-498d-ae9a-4cf9c33168ae,9029,2023-07-16 08:02:50.372605,True
f819dede-0f8b-4292-bc10-dfbf73126791,6455,2023-08-05 14:28:03.293108,True
383b4db9-7d30-4bc2-9ed1-090165fe6e01,5768,2024-02-05 21:01:20.239217,True
c4c2c289-128c-4f7c-b8aa-ea2f72147c38,7494,2023-10-27 06:33:07.965868,True
4574d14e-f52f-456d-a675-2689f81a3efe,2406,2023-12-03 01:54:30.786259,True
80907fc6-8940-4e2e-ace8-104f01128e0c,5329,2023-09-22 13:59:14.038737,True
6bc20296-e2e2-4056-a44c-dff7efc6f53d,2259,2023-12-20 21:41:26.066044,True
f3e1ddd6-e8fb-43db-b6f8-33652fb1dd85,6351,2024-02-05 16:21:27.789396,True
fb7c6375-ec18-4a85-9db1-a15616cbbe84,1423,2023-07-21 19:31:46.237414,True
f68d4d3c-8988-4a27-9a7d-7beabd529c2c,9590,2024-01-07 13:32:30.874869,True
e9ae15f5-7821-46ed-88e8-09ae3711632c,8092,2024-04-10 20:10:12.309982,True
47fd2e03-1695-42b1-a396-1909d069c8b7,4135,2024-02-10 21:11:16.755701,True
58f6f221-a79d-48d1-95fc-a48e4c8e43ba,3024,2023-08-16 08:59:06.446121,True
469f1805-bea6-4067-8ce8-a316245ab3f4,3511,2023-10-27 12:26:28.970891,True
2f50108c-e871-4d67-9b5d-3b56021b98cf,4254,2023-08-31 17:18:04.987184,True
ce95adc9-df8c-476e-a9d9-da15a699cc5d,2259,2023-08-12 05:54:51.339281,True
5c09ef7f-6ec1-4db0-a224-7f09c349d8ca,4447,2023-07-31 01:57:47.251478,True
65eeb25e-3cd0-4223-a4f2-4bed3f80d991,5020,2024-01-08 16:01:42.318222,True
225a708c-017b-42d4-9095-8473b8f4580f,6355,2023-10-07 11:47:51.005850,True
32136b5e-af14-4605-ae03-2ad21e03bba7,4485,2024-04-12 05:09:39.965852,True
4cd1411a-4b1f-4bce-b7a7-7f0604b2409f,1988,2023-06-20 07:33:07.890107,True
add8ceac-aaaf-411a-a687-972ce4c3eb76,4380,2023-07-04 05:49:04.201671,True
e5e09ad2-5366-4720-8ede-74db7b21c8e2,3360,2024-02-19 22:48:50.092332,True
6be302f7-240c-4421-9ee1-0e9c5cfa0cf8,4031,2023-10-29 02:39:10.120309,True
34bf2dd0-2f29-4a07-920e-e6cfa947c7d0,9993,2024-02-12 16:31:29.210101,True
066f4418-20be-442a-af9a-38fc1fb0834e,2912,2023-07-21 08:37:43.699282,True
edb6cc81-0654-4ca0-9fd8-c43a89d34503,8784,2023-09-23 21:17:43.550948,True
23179ff4-82ef-466f-9979-7a6c3bd4b37f,3435,2023-06-04 17:47:06.268201,True
3a3416e0-82cd-45cd-bd14-b9fc50e751fc,6958,2023-06-14 21:45:52.014502,True
613b2c62-5083-464a-9d72-5f20300f3847,9214,2023-12-19 15:00:54.750057,True
98b1e138-4193-434e-a9a4-1741ee870e3f,2441,2023-06-16 06:17:40.162105,True
1ab7dde9-fe36-4483-8341-bb01a3bd6c95,1166,2024-02-05 06:14:25.840561,True
6ab7660a-481c-4e57-a8d9-cec82bdaf269,5843,2024-04-11 01:59:26.029041,True
8d56743a-2e28-4292-984c-b9eae6278df3,9773,2024-01-22 23:32:05.495997,True
ffe1c570-e42d-402b-9716-c37a06293832,5307,2023-05-21 02:43:48.283872,True
9f2bc3ba-7a12-47f8-9b4d-73501630a109,5173,2024-02-18 06:56:17.197214,True
56419656-9c66-4855-8223-e8b59358a97f,7618,2023-06-29 04:01:55.655730,True
1e94f58f-6842-47cb-8aba-b52b651902b0,8362,2024-04-21 13:47:51.846209,True
e6640150-2145-4f74-ad86-1a6b84802f72,3024,2024-05-03 21:06:30.240900,True
936c443d-35d5-4829-9a45-1db3b316f0dd,3335,2024-05-01 15:13:16.120346,True
875b6e6a-c342-4f44-8621-4f40b78c1153,9625,2023-08-31 22:34:15.299521,True
69e8b19d-d59f-482e-90a9-003566165a1e,6220,2023-12-11 13:27:01.222333,True
f3786858-99c7-4c9e-9d82-2befc95f4a25,1017,2023-11-29 20:51:25.255398,True
6d513d2e-08e1-4444-844b-6eaffc6da597,2341,2023-11-27 07:47:22.121938,True
22b7eeb2-bf0e-46a1-9031-600d3ae55adc,3867,2023-12-28 14:43:15.507699,True
482aba5b-70b9-4d26-ac52-048e33fa0ce9,9100,2024-01-23 23:32:28.317236,True
4c857a1d-e3a7-4440-94be-c09b8d260532,8226,2023-11-12 15:23:29.347955,True
b85b71ba-c9a2-445b-bdfe-e50ddafe73ad,5718,2023-06-16 08:44:38.598715,True
4d878712-fb2f-48ad-acf8-a047cad8846c,4135,2023-06-21 15:07:23.739176,True
d40f87d6-75e8-4870-ba9b-903f0ca4d777,8766,2024-04-19 18:09:59.208806,True
9e2fe241-52de-430b-9267-e6478f0d4f30,4788,2023-06-24 11:27:42.178886,True
b076b7ee-ad5d-4723-a24a-bcbf25f662e7,5685,2023-07-03 23:12:44.417798,True
f1b453f4-c325-4f0e-9c86-b0a0a017b790,8206,2023-06-26 20:46:08.051973,True
e9df2ea8-b7fb-4f8e-b4bd-e0073731af4c,2231,2024-05-08 09:49:09.295140,True
9062161a-dafb-4397-9f15-2a58afe7ee17,4397,2024-04-12 12:31:00.687612,True
b60f8dc7-6071-468a-b345-e7d874a0d019,8826,2024-04-13 04:26:03.131194,True
81c25d0c-7f8e-43ef-8376-6319d180e868,6297,2024-03-10 09:56:54.379308,True
65cdc414-315d-4a72-8502-57bfb6ab295f,7820,2023-06-20 18:13:12.331836,True
065167ff-9f48-4e4e-bdeb-63f0b5ecd151,7348,2023-09-15 11:18:19.545827,True
488bbe0c-fc8e-4aeb-8b01-7a39b36a0066,2452,2023-08-21 14:11:41.253752,True
1198730f-3b4b-4004-bafb-5a806950b4c0,9477,2023-10-26 17:44:37.111693,True
21719ca9-c000-44e0-ba8a-0550df6f9b8f,8594,2023-08-19 20:00:14.311657,True
2391c944-85be-44b3-aec7-083c62973b6b,7387,2024-02-21 13:12:10.321242,True
4e2dcf12-8368-4365-b088-682609a43559,8446,2023-09-09 16:41:18.928716,True
5992610e-9ee9-4b91-93e7-99d3becae37c,2231,2023-12-13 00:53:53.849329,True
3a605bda-0b04-49ef-9e5b-5b2b742acd65,6681,2023-12-03 06:45:21.265753,True
9ee5ab03-6eca-4c57-ba8f-91d7b8570059,3582,2024-05-05 05:12:49.487424,True
964b9876-8cea-49b1-9d14-b5409f629b47,6092,2023-06-26 20:26:50.971148,True
d6706d86-e135-455b-82a1-51035a309529,4780,2024-04-15 22:22:05.631067,True
d9331c5f-22a2-4753-824d-12231d6f52a7,1207,2023-12-23 07:13:27.572162,True
c1594c50-bb5c-4798-8413-84bb01d86d1b,1593,2023-06-24 13:18:52.779931,True
21a3e3c2-b544-4fc0-a4e9-986c5b6f9e7e,5789,2023-07-01 01:55:12.942199,True
7fb705a2-deaf-4a9f-820a-37f8470585d6,1440,2023-11-10 07:59:05.984405,True
84f29b45-9f12-431a-a378-ba9549a7d006,1829,2024-05-08 01:54:45.492103,True
75bc8934-ba29-4441-9411-428083a8c20c,3435,2024-03-27 07:44:11.524535,True
6f8470c7-471b-4d62-8ec7-6616ec1773dd,4899,2024-02-24 12:13:21.288982,True
d029c268-db6c-4915-800a-16685ae3b446,8176,2023-08-28 12:13:53.936265,True
b7c6b0b0-8e10-4f82-941d-cc2fb8f52667,9036,2024-02-04 22:53:25.938024,True
b5778a5d-727d-459e-9632-2ef445f8c934,5401,2023-05-24 09:28:17.661803,True
dd4b9bcc-c485-42fe-8b00-54429289ae18,1294,2024-04-18 01:11:03.963567,True
41fcbfab-4bc6-4977-bf2f-6b94698a21f0,7397,2024-04-05 07:22:50.856501,True
3acdfe36-3f17-47eb-b71f-442763f80217,4812,2023-09-01 11:52:15.432327,True
31b578d4-308d-49fa-9b53-7c3529a5d602,3421,2024-03-30 14:02:38.889396,True
465a4e16-8bd8-46d4-b80d-1c7a18da11a4,1589,2023-07-15 03:30:43.986926,True
37a6fc50-ba5c-4ccd-b335-72e25f6cef12,1017,2024-04-13 09:50:33.324042,True
4781ceee-3ca1-432a-98c4-248c40595631,4009,2024-02-29 01:12:48.409776,True
1c1aa147-aace-4575-8393-792c88846b40,2060,2023-12-14 14:39:16.736437,True
4ca8784d-301a-4d57-af7a-c6613774c2c0,9411,2024-03-27 01:26:22.506295,True
026551d4-f56d-4191-8ee1-72c42f62955a,7993,2023-08-29 12:14:32.329520,True
c92e8c50-8178-4dc1-8f02-9424a867c2ef,4723,2023-07-04 09:54:01.222395,True
4501a128-e3c9-4781-bbff-38f563bdd7cf,2950,2023-08-25 11:33:20.816644,True
734f54e2-ab1e-4012-b38b-69cbf0aaee7c,9324,2023-06-29 10:03:28.503630,True
1147386c-503c-4b15-a64a-fddb34269e61,3103,2023-10-21 18:43:33.109382,True
78b05f13-cfcd-46ca-8355-dbcafe6d3ddb,3191,2024-02-06 02:10:15.533982,True
4874ddee-2a86-4500-bd77-0873eb6b24bc,6371,2024-04-21 22:43:13.190405,True
64825cbe-ecca-46ca-b496-521a23d223d7,7762,2023-10-08 07:33:22.263477,True
0134a2a9-5df5-4ec3-9e98-d2de02622856,7056,2024-03-22 19:22:11.363953,True
e91768db-ec34-497d-8cae-5f17cf0296a7,3082,2023-11-07 18:18:44.014453,True
e42c2190-15f3-4c0c-96b5-5a7af99a8c45,8341,2023-11-02 00:49:07.821970,True
b037d7c0-7753-437a-913b-327a5237ced1,5359,2023-08-05 15:34:15.587515,True
2f15816a-ca99-4a83-8520-23dca783e2af,1828,2023-11-15 08:57:31.878047,True
361ad2f7-e530-4f06-b423-ec09ef25e30a,7966,2024-01-21 15:49:45.777705,True
4b94eaba-bf00-43ed-95d8-6142c72cb70e,8838,2023-09-09 11:46:20.672499,True
4a24c7f0-29e2-4e9b-9c1a-c20631da0f53,3752,2024-03-04 01:37:37.750520,True
813e2367-ab80-40b8-b666-4f07eb5c435e,4899,2024-03-22 13:23:51.717792,True
89a14f05-072b-4cc7-baad-4f56af59b78a,2830,2023-08-08 09:30:04.522474,True
938333bf-1df9-4700-af46-78e8d7518596,9465,2023-12-05 22:43:07.737022,True
5ef7b6fc-e5ea-4445-b250-2b9377108c86,3022,2023-10-27 02:28:17.707865,True
a13bd13d-9485-47f8-b3ce-a5a6da720bb9,1549,2024-01-12 12:06:21.435053,True
feaa2ba7-26fd-4103-a425-3f8a698c6498,6256,2023-11-21 12:30:52.950015,True
e2880f35-de39-406a-95b7-96d6de98eaa9,5683,2023-09-16 12:42:05.465373,True
6fe65078-e041-4999-b2cb-91f44dcfb950,2038,2024-04-07 17:27:08.678252,True
959765cd-aa89-4482-b68a-c21144cfe9d9,1197,2024-03-02 19:32:33.984876,True
5387b1ed-6ee3-4e08-9405-2b6952b55d4c,3716,2024-04-18 06:16:37.436091,True
a5e856e4-d37e-414c-a25b-f2ecd0aab78e,1869,2023-05-26 18:37:30.478213,True
